Time,Memory,Method
258274,4592,GET
258796,4592,GET
269996,4592,GET
368541,4592,GET
270567,4592,GET
369162,4592,GET
277109,4592,GET
269665,4592,GET
284714,4592,GET
454562,4592,GET
460774,4592,GET
441709,4592,GET
443572,4592,GET
429436,4592,GET
488386,4592,GET
442880,4592,GET
451577,4592,GET
431640,4592,GET
455715,4592,GET
461986,4592,GET
458069,4592,GET
408777,4592,GET
450745,4592,GET
446136,4592,GET
458871,4592,GET
426891,4592,GET
444183,4592,GET
428634,4592,GET
447358,4592,GET
487163,4592,GET
570760,4592,GET
376326,4592,GET
427622,4592,GET
412353,4592,GET
676599,4592,GET
426330,4592,GET
430196,4592,GET
455143,4592,GET
421831,4432,GET
447699,4432,GET
489928,4432,GET
440095,4432,GET
450525,4432,GET
490890,4432,GET
428904,4432,GET
433553,4432,GET
478838,4432,GET
501982,4432,GET
434164,4432,GET
484328,4432,GET
435697,4432,GET
452538,4432,GET
441739,4432,GET
426290,4432,GET
432982,4432,GET
448802,4432,GET
458400,4432,GET
478037,4688,GET
510777,4432,GET
433964,4432,GET
415980,4432,GET
430056,4432,GET
429826,4432,GET
423835,4432,GET
436098,4432,GET
437941,4432,GET
381205,4432,GET
436378,4432,GET
449113,4432,GET
444985,4432,GET
445144,4432,GET
415359,4432,GET
436429,4432,GET
510698,4432,GET
435116,4432,GET
426329,4472,GET
454633,4432,GET
276488,4432,GET
456035,4432,GET
457719,4432,GET
459932,4432,GET
436939,4432,GET
453691,4432,GET
438943,4432,GET
436478,4432,GET
438853,4432,GET
456796,4432,GET
435627,4432,GET
438262,4432,GET
440667,4432,GET
438242,4432,GET
459101,4432,GET
461385,4432,GET
437891,4432,GET
262562,4432,GET
255158,4432,GET
304641,4432,GET
256802,4432,GET
265498,4432,GET
275997,4432,GET
321263,4432,GET
266169,4432,GET
283592,4432,GET
267461,4432,GET
266751,4432,GET
454422,4432,GET
492524,4432,GET
388118,4432,GET
496260,4432,GET
428233,4432,GET
454352,4432,GET
424556,4432,GET
418395,4432,GET
367519,4432,GET
265448,4432,GET
253786,4432,GET
256761,4432,GET
275317,4432,GET
256421,4432,GET
254677,4432,GET
260880,4432,GET
256842,4432,GET
264907,4432,GET
255920,4432,GET
282069,4432,GET
260258,4432,GET
504636,4432,GET
509656,4432,GET
428644,4432,GET
475411,4432,GET
444453,4432,GET
277971,4432,GET
479519,4432,GET
455615,4432,GET
430397,4432,GET
459381,4432,GET
438071,4432,GET
433674,4432,GET
455985,4432,GET
441879,4432,GET
374953,4432,GET
463168,4432,GET
460333,4432,GET
469891,4432,GET
440176,4432,GET
264386,4432,GET
429375,4432,GET
450976,4432,GET
439544,4432,GET
466094,4432,GET
443512,4432,GET
452398,4432,GET
426179,4432,GET
451186,4432,GET
429054,4432,GET
434755,4432,GET
378820,4432,GET
478717,4432,GET
480762,4432,GET
444323,4432,GET
386404,4432,GET
459792,4432,GET
274405,4432,GET
443241,4432,GET
455033,4432,GET
455264,4432,GET
406432,4432,GET
407154,4440,GET
444153,4432,GET
484689,4432,GET
409899,4432,GET
414598,4432,GET
418014,4432,GET
406652,4432,GET
431519,4432,GET
428864,4432,GET
415339,4432,GET
416040,4432,GET
408656,4432,GET
448511,4208,GET
464792,4208,GET
450946,4208,GET
465383,4208,GET
457548,4208,GET
462578,4208,GET
478438,4208,GET
438903,4208,GET
443552,4208,GET
469740,4208,GET
475863,4208,GET
446677,4208,GET
473257,4208,GET
454312,4208,GET
446688,4208,GET
497132,4208,GET
455935,4208,GET
463760,4208,GET
480051,4208,GET
448371,4208,GET
470893,4208,GET
446177,4208,GET
488345,4208,GET
411922,4208,GET
479459,4208,GET
471054,4208,GET
435747,4208,GET
455254,4208,GET
422112,4208,GET
419717,4208,GET
455985,4208,GET
458700,4208,GET
434475,4208,GET
436599,4208,GET
460985,4208,GET
454613,4208,GET
429626,4208,GET
411551,4208,GET
390502,4208,GET
429666,4208,GET
396995,4208,GET
469110,4208,GET
378671,4208,GET
442249,4208,GET
452719,4208,GET
447580,4208,GET
485460,4208,GET
379371,4208,GET
431820,4208,GET
437420,4208,GET
428092,4208,GET
457027,4208,GET
1060118,-992896,GET
459782,4208,GET
428573,4208,GET
445516,4208,GET
443120,4208,GET
455924,4208,GET
456366,4208,GET
437210,4208,GET
463479,4016,GET
592281,4016,GET
429996,4016,GET
456777,4016,GET
426900,4016,GET
438713,4016,GET
424165,4016,GET
569728,4016,GET
693671,4016,GET
434054,4016,GET
572343,4016,GET
374282,4016,GET
617738,4016,GET
461005,4016,GET
466625,4016,GET
419817,4016,GET
459362,4016,GET
390503,4016,GET
426239,4016,GET
419216,4016,GET
441508,4016,GET
457017,4016,GET
420158,4016,GET
473217,4016,GET
440105,4016,GET
458490,4016,GET
479760,4016,GET
446949,4016,GET
454783,4016,GET
459883,4016,GET
503985,4016,GET
518622,4016,GET
587031,4016,GET
444654,4016,GET
426741,4016,GET
431539,4016,GET
492293,4016,GET
456707,4016,GET
483927,4016,GET
440687,4016,GET
462748,4016,GET
435597,4016,GET
429275,4016,GET
491502,4016,GET
440335,4016,GET
504837,4272,GET
439764,4016,GET
441568,4016,GET
477926,4016,GET
451036,4016,GET
426129,4016,GET
465442,4016,GET
427932,4016,GET
429995,4016,GET
486139,4016,GET
494154,4016,GET
427991,4016,GET
444261,4016,GET
440985,4016,GET
433171,4016,GET
455963,4016,GET
438471,4016,GET
415327,4016,GET
442968,4016,GET
459570,4016,GET
481801,4016,GET
458999,4016,GET
443329,4016,GET
474447,4016,GET
433892,4016,GET
426168,4016,GET
430154,4016,GET
471412,4016,GET
372837,4016,GET
416489,4016,GET
432449,4016,GET
383428,4024,GET
442949,4016,GET
476040,4016,GET
420066,4016,GET
463387,4016,GET
481180,4016,GET
463417,4016,GET
427710,4016,GET
391242,4016,GET
423622,4016,GET
424855,4016,GET
473716,4016,GET
447978,4016,GET
464379,4016,GET
471773,4016,GET
471883,4016,GET
434533,4016,GET
442037,4016,GET
444111,4016,GET
468887,4016,GET
449511,4016,GET
456764,4016,GET
441145,4016,GET
436847,4016,GET
424064,4016,GET
476011,4016,GET
446525,4016,GET
458808,4016,GET
425245,4016,GET
421058,4016,GET
471071,4016,GET
420296,4016,GET
423553,4016,GET
423533,4016,GET
446675,4016,GET
524892,4016,GET
442278,4016,GET
436246,4016,GET
447097,4016,GET
441636,4016,GET
414605,4016,GET
419475,4016,GET
430325,4016,GET
416159,4016,GET
421068,4016,GET
537796,4016,GET
469328,4016,GET
422470,4016,GET
453368,4016,GET
446054,4016,GET
455822,4016,GET
472244,4016,GET
260157,4016,GET
434263,4016,GET
448800,4016,GET
454671,4016,GET
380091,4016,GET
449040,4016,GET
446916,4152,GET
436366,4016,GET
451575,4016,GET
464699,4016,GET
453899,4016,GET
449842,4016,GET
270607,4016,GET
434694,4016,GET
451004,4016,GET
278171,4016,GET
422320,4016,GET
439151,4016,GET
448338,4016,GET
514833,4016,GET
420527,4016,GET
440263,4016,GET
458087,4016,GET
419405,4016,GET
426748,4016,GET
457296,4016,GET
420357,4016,GET
439973,4016,GET
438550,4064,GET
433421,4016,GET
454660,4016,GET
452276,4016,GET
432479,4016,GET
458638,4016,GET
407252,4016,GET
431477,4016,GET
466703,4016,GET
455342,4016,GET
432830,4016,GET
454962,4200,GET
430726,4016,GET
449351,4016,GET
469379,4016,GET
461032,4016,GET
486029,4016,GET
265607,4016,GET
525544,4016,GET
432679,4016,GET
419495,4016,GET
421990,4016,GET
430545,4016,GET
465360,4016,GET
417040,4016,GET
427530,4016,GET
446785,4016,GET
418463,4016,GET
422179,4016,GET
447858,4016,GET
436957,4016,GET
467785,4016,GET
436677,4016,GET
422681,4016,GET
433521,4016,GET
416139,4016,GET
473716,4016,GET
453068,4016,GET
452467,4016,GET
482713,4016,GET
424454,4016,GET
427089,4016,GET
439281,4016,GET
458989,4016,GET
414125,4024,GET
437539,4016,GET
411210,4016,GET
411359,4016,GET
483254,4016,GET
430355,4016,GET
565288,4016,GET
525774,4016,GET
407242,4016,GET
472414,4016,GET
510765,4016,GET
270185,4016,GET
1560259,4016,GET
458437,4016,GET
431798,4016,GET
419705,4016,GET
502089,4016,GET
452357,4016,GET
394868,4016,GET
450473,4016,GET
482052,4016,GET
427960,4016,GET
445153,4016,GET
430826,4016,GET
511527,4016,GET
445964,4016,GET
424544,4016,GET
507059,4016,GET
264344,4016,GET
639215,4016,GET
404868,4016,GET
572481,4016,GET
440404,4016,GET
444742,4016,GET
255759,4016,GET
423081,4016,GET
449171,4016,GET
439182,4016,GET
414195,4016,GET
436076,4016,GET
567512,4016,GET
460251,4016,GET
468347,4016,GET
456975,4016,GET
471582,4016,GET
431798,4016,GET
449932,4016,GET
434102,4016,GET
489455,4016,GET
466903,4016,GET
444381,4016,GET
450012,4016,GET
454049,4016,GET
423763,4016,GET
426528,4016,GET
438050,4016,GET
421719,4016,GET
440574,4016,GET
419595,4016,GET
419915,4016,GET
460322,4016,GET
443580,4016,GET
419925,4016,GET
453668,4016,GET
446195,4016,GET
444672,4016,GET
432098,4016,GET
445353,4016,GET
422620,4016,GET
430806,4016,GET
448479,4016,GET
442889,4016,GET
288489,4272,GET
446545,4016,GET
452266,4016,GET
