Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1611368285,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1611368286,1,,Aggregated,0.000000,0.000000,70,70,70,70,70,70,70,70,70,70,70,1,0,70.18381900002169,70.18381900002169,70.18381900002169,70.18381900002169,418.0
1611368287,1,,Aggregated,0.000000,0.000000,70,70,70,70,70,70,70,70,70,70,70,2,0,5.226963000040996,37.70539100003134,5.226963000040996,70.18381900002169,418.0
1611368288,1,,Aggregated,0.000000,0.000000,5,5,70,70,70,70,70,70,70,70,70,3,0,5.226963000040996,26.969111000047025,5.226963000040996,70.18381900002169,418.0
1611368289,1,,Aggregated,1.000000,0.000000,6,6,70,70,70,70,70,70,70,70,70,4,0,5.226963000040996,21.71234849998882,5.226963000040996,70.18381900002169,418.0
1611368290,1,,Aggregated,1.000000,0.000000,5,6,6,70,70,70,70,70,70,70,70,5,0,5,18.29480439996587,4.624627999874065,70.18381900002169,418.0
1611368291,1,,Aggregated,1.000000,0.000000,5,5,6,6,70,70,70,70,70,70,70,6,0,5,16.14191466664276,4.624627999874065,70.18381900002169,418.0
1611368292,1,,Aggregated,1.000000,0.000000,5,5,6,6,70,70,70,70,70,70,70,7,0,5,14.550301999991332,4.624627999874065,70.18381900002169,418.0
1611368293,1,,Aggregated,1.000000,0.000000,5,5,6,6,70,70,70,70,70,70,70,8,0,5,13.358092874966587,4.624627999874065,70.18381900002169,418.0
1611368294,1,,Aggregated,1.000000,0.000000,5,5,5,6,70,70,70,70,70,70,70,9,0,5,12.460035333308245,4.624627999874065,70.18381900002169,418.0
1611368295,1,,Aggregated,1.000000,0.000000,5,5,5,6,70,70,70,70,70,70,70,10,0,5,11.712759899978664,4.624627999874065,70.18381900002169,418.0
1611368296,1,,Aggregated,1.000000,0.000000,5,5,5,5,6,70,70,70,70,70,70,11,0,5,11.059806272710789,4.530270000032033,70.18381900002169,418.0
1611368297,1,,Aggregated,1.000000,0.000000,5,5,5,5,6,70,70,70,70,70,70,12,0,5,10.513419833311369,4.5031689999177615,70.18381900002169,418.0
1611368298,1,,Aggregated,1.000000,0.000000,5,5,5,5,6,70,70,70,70,70,70,13,0,5,10.069235461514836,4.5031689999177615,70.18381900002169,418.0
1611368299,1,,Aggregated,1.000000,0.000000,5,5,5,5,6,70,70,70,70,70,70,14,0,5,9.66048242855777,4.34669300011592,70.18381900002169,418.0
1611368300,1,,Aggregated,1.000000,0.000000,5,5,5,5,6,70,70,70,70,70,70,15,0,5,9.3396535333189,4.34669300011592,70.18381900002169,418.0
1611368301,1,,Aggregated,1.000000,0.000000,5,5,5,5,6,70,70,70,70,70,70,16,0,5,9.052651437485792,4.34669300011592,70.18381900002169,418.0
1611368302,1,,Aggregated,1.000000,0.000000,5,5,5,5,6,70,70,70,70,70,70,17,0,5,8.74521329410527,3.8262030000169034,70.18381900002169,418.0
1611368303,1,,Aggregated,1.000000,0.000000,5,5,5,5,6,70,70,70,70,70,70,18,0,5,8.532495777760435,3.8262030000169034,70.18381900002169,418.0
1611368304,1,,Aggregated,1.000000,0.000000,5,5,5,5,6,70,70,70,70,70,70,19,0,5,8.302862315770797,3.8262030000169034,70.18381900002169,418.0
1611368305,1,,Aggregated,1.000000,0.000000,5,5,5,5,6,70,70,70,70,70,70,20,0,5,8.106997049992515,3.8262030000169034,70.18381900002169,418.0
1611368306,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,21,0,5,7.953166809513624,3.8262030000169034,70.18381900002169,418.0
1611368307,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,22,0,5,7.81072945454236,3.8262030000169034,70.18381900002169,418.0
1611368308,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,23,0,5,7.679397260863365,3.8262030000169034,70.18381900002169,418.0
1611368309,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,24,0,5,7.56384066666745,3.8262030000169034,70.18381900002169,418.0
1611368310,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,25,0,5,7.455729559997053,3.8262030000169034,70.18381900002169,418.0
1611368311,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,26,0,5,7.35559134615799,3.8262030000169034,70.18381900002169,418.0
1611368312,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,27,0,5,7.254951037044453,3.8262030000169034,70.18381900002169,418.0
1611368313,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,28,0,5,7.168422357145638,3.8262030000169034,70.18381900002169,418.0
1611368314,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,29,0,5,7.090074000000735,3.8262030000169034,70.18381900002169,418.0
1611368315,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,30,0,5,7.021702166669759,3.8262030000169034,70.18381900002169,418.0
1611368316,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,31,0,5,6.959520548390731,3.8262030000169034,70.18381900002169,418.0
1611368317,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,32,0,5,6.900678000000937,3.8262030000169034,70.18381900002169,418.0
1611368318,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,33,0,5,6.841916939396414,3.8262030000169034,70.18381900002169,418.0
1611368319,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,34,0,5,6.76841161764648,3.8262030000169034,70.18381900002169,418.0
1611368320,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,35,0,5,6.714225114287079,3.8262030000169034,70.18381900002169,418.0
1611368321,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,36,0,5,6.661870638892095,3.8262030000169034,70.18381900002169,418.0
1611368322,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,37,0,5,6.608241918917662,3.8262030000169034,70.18381900002169,418.0
1611368323,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,38,0,5,6.561435131576026,3.8262030000169034,70.18381900002169,418.0
1611368324,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,39,0,5,6.518419769224401,3.8262030000169034,70.18381900002169,418.0
1611368325,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,6,70,70,70,70,70,40,0,5,6.453385374993559,3.8262030000169034,70.18381900002169,418.0
1611368326,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,70,70,70,70,70,41,0,5,6.414616195115741,3.8262030000169034,70.18381900002169,418.0
1611368327,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,70,70,70,70,70,42,0,5,6.381008214275209,3.8262030000169034,70.18381900002169,418.0
1611368328,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,70,70,70,70,70,43,0,5,6.341428255805218,3.8262030000169034,70.18381900002169,418.0
1611368329,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,70,70,70,70,70,44,0,5,6.310217499989531,3.8262030000169034,70.18381900002169,418.0
1611368330,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,70,70,70,70,70,45,0,5,6.25930279999112,3.8262030000169034,70.18381900002169,418.0
1611368331,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,70,70,70,70,70,46,0,5,6.190823195642343,3.1092409999473603,70.18381900002169,418.0
1611368332,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,70,70,70,70,70,47,0,5,6.161792659566616,3.1092409999473603,70.18381900002169,418.0
1611368333,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,70,70,70,70,70,48,0,5,6.137174624991341,3.1092409999473603,70.18381900002169,418.0
1611368334,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,70,70,70,70,70,49,0,5,6.098580326523711,3.1092409999473603,70.18381900002169,418.0
1611368335,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,70,70,70,70,70,50,0,5,6.075792679994265,3.1092409999473603,70.18381900002169,418.0
1611368336,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,51,0,5,6.05393541175937,3.1092409999473603,70.18381900002169,418.0
1611368337,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,52,0,5,6.033092788457522,3.1092409999473603,70.18381900002169,418.0
1611368338,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,53,0,5,6.014149528297976,3.1092409999473603,70.18381900002169,418.0
1611368339,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,54,0,5,5.995069055550765,3.1092409999473603,70.18381900002169,418.0
1611368340,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,55,0,5,5.976408472720736,3.1092409999473603,70.18381900002169,418.0
1611368341,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,56,0,5,5.958713821420198,3.1092409999473603,70.18381900002169,418.0
1611368342,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,57,0,5,5.9354896666582935,3.1092409999473603,70.18381900002169,418.0
1611368343,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,58,0,5,5.91563255171689,3.1092409999473603,70.18381900002169,418.0
1611368344,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,59,0,5,5.896721627111173,3.1092409999473603,70.18381900002169,418.0
1611368345,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,60,0,5,5.879501233327271,3.1092409999473603,70.18381900002169,418.0
1611368346,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,61,0,5,5.862397065569536,3.1092409999473603,70.18381900002169,418.0
1611368347,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,62,0,5,5.845016290319079,3.1092409999473603,70.18381900002169,418.0
1611368348,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,63,0,5,5.829252476186888,3.1092409999473603,70.18381900002169,418.0
1611368349,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,64,0,5,5.8222451406209075,3.1092409999473603,70.18381900002169,418.0
1611368350,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,65,0,5,5.809327399996478,3.1092409999473603,70.18381900002169,418.0
1611368351,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,66,0,5,5.799304318178187,3.1092409999473603,70.18381900002169,418.0
1611368352,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,67,0,5,5.786600179101412,3.1092409999473603,70.18381900002169,418.0
1611368353,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,68,0,5,5.775687808820481,3.1092409999473603,70.18381900002169,418.0
1611368354,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,69,0,5,5.764835028981985,3.1092409999473603,70.18381900002169,418.0
1611368355,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,70,0,5,5.739970614282746,3.1092409999473603,70.18381900002169,418.0
1611368356,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,71,0,5,5.725605788727631,3.1092409999473603,70.18381900002169,418.0
1611368357,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,72,0,5,5.70182647222042,3.1092409999473603,70.18381900002169,418.0
1611368358,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,73,0,5,5.680379630136597,3.1092409999473603,70.18381900002169,418.0
1611368359,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,74,0,5,5.65862020270337,3.1092409999473603,70.18381900002169,418.0
1611368360,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,75,0,5,5.654186066667535,3.1092409999473603,70.18381900002169,418.0
1611368361,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,76,0,5,5.642384907895049,3.1092409999473603,70.18381900002169,418.0
1611368362,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,77,0,5,5.620601129870117,3.1092409999473603,70.18381900002169,418.0
1611368363,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,78,0,5,5.607967628203042,3.1092409999473603,70.18381900002169,418.0
1611368364,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,79,0,5,5.590399240504609,3.1092409999473603,70.18381900002169,418.0
1611368365,1,,Aggregated,1.000000,0.000000,5,5,5,5,5,5,6,70,70,70,70,80,0,5,5.596954212498417,3.1092409999473603,70.18381900002169,418.0
