Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/criminal/all,895,0,4,4.482677510616175,2.719656999943254,70.18381900002169,418.0,0.9954267956141842,0.0,4,4,5,5,5,5,5,6,70,70,70
,Aggregated,895,0,4,4.482677510616175,2.719656999943254,70.18381900002169,418.0,0.9954267956141842,0.0,4,4,5,5,5,5,5,6,70,70,70
