Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/criminal/all,89388,0,5,5.32133198719114,1.7717340006129234,52.248893000069074,418.0,99.39084076492543,0.0,5,6,6,6,8,9,12,14,34,49,52
,Aggregated,89388,0,5,5.32133198719114,1.7717340006129234,52.248893000069074,418.0,99.39084076492543,0.0,5,6,6,6,8,9,12,14,34,49,52
