Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1611373550,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1611373551,92,,Aggregated,0.000000,0.000000,5,5,5,5,5,6,7,9,9,9,9,92,0,5,4.779836054279693,2.9703840000365744,8.673919999637292,418.0
1611373552,100,,Aggregated,0.000000,0.000000,5,5,5,5,5,6,7,8,9,9,9,191,0,5,4.429855591568803,2.9703840000365744,8.673919999637292,418.0
1611373553,100,,Aggregated,15.000000,0.000000,4,5,5,5,5,6,7,8,9,9,9,291,0,4,4.31263051545527,2.9703840000365744,8.673919999637292,418.0
1611373554,100,,Aggregated,57.500000,0.000000,4,5,5,5,5,6,7,7,9,9,9,391,0,4,4.266516496146553,2.9703840000365744,8.673919999637292,418.0
1611373555,100,,Aggregated,71.333333,0.000000,4,4,5,5,5,6,7,7,9,9,9,490,0,4,4.215818624479838,2.9703840000365744,8.673919999637292,418.0
1611373556,100,,Aggregated,78.500000,0.000000,4,4,5,5,5,6,7,7,9,9,9,590,0,4,4.173610471165591,2.9703840000365744,8.673919999637292,418.0
1611373557,100,,Aggregated,82.600000,0.000000,4,4,5,5,5,6,7,7,9,9,9,690,0,4,4.144417228965629,2.9703840000365744,8.673919999637292,418.0
1611373558,100,,Aggregated,85.500000,0.000000,4,4,5,5,5,6,7,7,9,9,9,790,0,4,4.125982869600539,2.9703840000365744,8.673919999637292,418.0
1611373559,100,,Aggregated,87.571429,0.000000,4,4,4,5,5,6,6,7,9,9,9,889,0,4,4.083615815504741,2.4187029994209297,8.673919999637292,418.0
