Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1611383464,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1611383465,93,,Aggregated,0.000000,0.000000,4,5,5,5,5,17,51,62,62,62,62,93,0,4,6.229592440821986,3.6529970002447953,61.54053899990686,54.0
1611383466,100,,Aggregated,0.000000,0.000000,4,4,5,5,5,11,29,51,62,62,62,193,0,4,5.3713574300819005,2.911637999204686,61.54053899990686,54.0
1611383467,100,,Aggregated,12.000000,0.000000,4,4,4,5,5,7,15,40,62,62,62,293,0,4,4.743032296943187,2.8789269999833778,61.54053899990686,54.0
1611383468,100,,Aggregated,55.500000,0.000000,4,4,4,4,5,9,13,29,62,62,62,392,0,4,4.731486642886383,2.8789269999833778,61.54053899990686,54.0
1611383469,100,,Aggregated,70.333333,0.000000,4,4,4,4,5,10,12,27,62,62,62,492,0,4,4.695406130132489,2.8789269999833778,61.54053899990686,54.0
1611383470,100,,Aggregated,77.750000,0.000000,4,4,4,5,6,12,27,29,62,62,62,592,0,4,5.257682371663847,2.8789269999833778,61.54053899990686,54.0
1611383472,100,,Aggregated,82.000000,0.000000,4,4,4,5,8,16,26,29,62,62,62,692,0,4,5.456894050605189,2.8123230003984645,61.54053899990686,54.0
1611383473,100,,Aggregated,82.666667,0.000000,4,4,5,5,11,25,31,35,62,62,62,792,0,4,6.163639811903623,2.7299190005578566,61.54053899990686,54.0
1611383474,100,,Aggregated,84.571429,0.000000,4,4,5,5,15,25,31,34,62,62,62,892,0,4,6.554031362134388,2.7299190005578566,61.54053899990686,54.0
1611383475,100,,Aggregated,86.500000,0.000000,4,4,5,5,21,30,37,38,62,62,62,992,0,4,7.402578768168525,2.7299190005578566,61.54053899990686,54.0
1611383476,100,,Aggregated,88.000000,0.000000,4,4,5,5,25,31,37,38,51,62,62,1092,0,4,7.904962444165607,2.7299190005578566,61.54053899990686,54.0
1611383477,100,,Aggregated,89.200000,0.000000,4,5,5,8,28,36,39,40,51,62,62,1192,0,4,8.806357705571711,2.7299190005578566,61.54053899990686,54.0
1611383478,100,,Aggregated,98.000000,0.000000,4,5,5,13,33,38,41,42,51,62,62,1292,0,4,9.744976283310216,2.7299190005578566,61.54053899990686,54.0
1611383479,100,,Aggregated,98.100000,0.000000,4,5,7,21,36,39,42,43,51,62,62,1392,0,4,10.674912288827361,2.7299190005578566,61.54053899990686,54.0
1611383480,100,,Aggregated,98.100000,0.000000,4,5,13,26,37,40,43,44,51,62,62,1492,0,4,11.638684562354443,2.7299190005578566,61.54053899990686,54.0
1611383481,100,,Aggregated,98.100000,0.000000,4,5,23,31,39,43,49,52,55,62,62,1592,0,4,13.014879127524923,2.7299190005578566,61.54053899990686,54.0
1611383482,100,,Aggregated,98.200000,0.000000,4,5,26,34,40,44,49,52,55,62,62,1692,0,4,13.936098573300226,2.7299190005578566,61.54053899990686,54.0
1611383483,100,,Aggregated,99.600000,0.000000,4,10,32,37,43,51,62,67,72,72,72,1792,0,4,15.910457844325622,2.7299190005578566,72.39361900064978,54.0
1611383484,100,,Aggregated,100.000000,0.000000,4,18,34,38,43,51,62,67,72,72,72,1892,0,4,16.626100634273566,2.5823120013228618,72.39361900064978,54.0
1611383485,100,,Aggregated,100.000000,0.000000,5,25,37,39,48,61,68,71,76,77,77,1992,0,5,18.708580753539366,2.5823120013228618,76.59344800049439,54.0
1611383486,100,,Aggregated,100.000000,0.000000,5,28,38,41,52,61,68,71,76,77,77,2092,0,5,19.953186690272176,2.5823120013228618,76.59344800049439,54.0
1611383487,100,,Aggregated,100.000000,0.000000,5,34,40,43,59,67,75,92,100,100,100,2192,0,5,22.43578146078728,2.5823120013228618,103.55146799884096,54.0
1611383488,100,,Aggregated,100.000000,0.000000,5,37,42,48,61,67,73,92,100,100,100,2292,0,5,24.039679363460674,2.5823120013228618,103.55146799884096,54.0
1611383490,100,,Aggregated,90.000000,0.000000,9,38,45,52,64,70,82,93,100,100,100,2392,0,9,25.820416361644206,2.5823120013228618,103.55146799884096,54.0
1611383491,100,,Aggregated,90.000000,0.000000,14,40,47,52,63,69,81,93,100,100,100,2492,0,14,26.579520168560816,2.5823120013228618,103.55146799884096,54.0
1611383492,100,,Aggregated,90.000000,0.000000,19,41,49,55,65,72,87,94,100,100,100,2592,0,19,27.918250013522506,2.5823120013228618,103.55146799884096,54.0
1611383493,100,,Aggregated,90.000000,0.000000,23,42,50,56,67,74,86,94,100,100,100,2692,0,22,28.77149317126244,2.5823120013228618,103.55146799884096,54.0
