Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/criminal,120,24,12,14.749190525001646,2.2147770000628952,57.006640000054176,41.6,0.2010242498396375,0.040204849967927496,12,13,13,13,50,50,51,52,57,57,57
,Aggregated,120,24,12,14.749190525001646,2.2147770000628952,57.006640000054176,41.6,0.2010242498396375,0.040204849967927496,12,13,13,13,50,50,51,52,57,57,57
