Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
DELETE,/criminal/10217,7,0,13,13.05076357156005,9.484354000051098,16.172636000192142,54.0,0.011691997962069746,0.0,13,14,14,14,16,16,16,16,16,16,16
DELETE,/criminal/10224,2,0,6.4201989998764475,6.675242000255821,6.4201989998764475,6.930285000635195,54.0,0.0033405708463056416,0.0,7,7,7,7,7,7,7,7,7,7,7
DELETE,/criminal/10226,1,0,5.162891000509262,5.162891000509262,5.162891000509262,5.162891000509262,54.0,0.0016702854231528208,0.0,5,5,5,5,5,5,5,5,5,5,5
DELETE,/criminal/10227,1,0,5.465758999889658,5.465758999889658,5.465758999889658,5.465758999889658,54.0,0.0016702854231528208,0.0,5,5,5,5,5,5,5,5,5,5,5
DELETE,/criminal/10228,2,0,6,6.256637000205956,5.8394800007590675,6.673793999652844,54.0,0.0033405708463056416,0.0,7,7,7,7,7,7,7,7,7,7,7
DELETE,/criminal/10230,1,0,5.4008070001145825,5.4008070001145825,5.4008070001145825,5.4008070001145825,54.0,0.0016702854231528208,0.0,5,5,5,5,5,5,5,5,5,5,5
DELETE,/criminal/10231,3,0,7,7.086708666671863,6.947507999939262,7.214217999717221,54.0,0.005010856269458463,0.0,7,7,7,7,7,7,7,7,7,7,7
DELETE,/criminal/10234,5,0,16,19.475222599976405,11.681353999847488,30.09417100020073,54.0,0.008351427115764105,0.0,16,27,27,30,30,30,30,30,30,30,30
DELETE,/criminal/10236,4,0,30,30.42860549976467,28.215108000040345,32.50045299955673,54.0,0.006681141692611283,0.0,31,31,33,33,33,33,33,33,33,33,33
DELETE,/criminal/10237,6,0,27,27.305840333156084,22.97993999945902,31.474929999603773,54.0,0.010021712538916925,0.0,28,28,28,28,31,31,31,31,31,31,31
DELETE,/criminal/10249,12,0,30,29.42379291675934,22.94699899994157,33.273402000304486,54.0,0.02004342507783385,0.0,30,30,32,32,32,33,33,33,33,33,33
DELETE,/criminal/10260,1,0,6.390814000042155,6.390814000042155,6.390814000042155,6.390814000042155,54.0,0.0016702854231528208,0.0,6,6,6,6,6,6,6,6,6,6,6
DELETE,/criminal/10262,7,0,19,18.973343571555493,16.295967000587552,20.401306000167096,54.0,0.011691997962069746,0.0,19,20,20,20,20,20,20,20,20,20,20
DELETE,/criminal/10264,2,0,13,13.098416500270105,12.788230000296608,13.408603000243602,54.0,0.0033405708463056416,0.0,13,13,13,13,13,13,13,13,13,13,13
DELETE,/criminal/10271,1,0,5.913357999816071,5.913357999816071,5.913357999816071,5.913357999816071,54.0,0.0016702854231528208,0.0,6,6,6,6,6,6,6,6,6,6,6
DELETE,/criminal/10272,4,0,9,9.687999000107084,8.958018000157608,10.495741000340786,54.0,0.006681141692611283,0.0,10,10,10,10,10,10,10,10,10,10,10
DELETE,/criminal/10275,1,0,9.273478999602958,9.273478999602958,9.273478999602958,9.273478999602958,54.0,0.0016702854231528208,0.0,9,9,9,9,9,9,9,9,9,9,9
DELETE,/criminal/10276,2,0,10,10.353995499826851,9.787723999579612,10.920267000074091,54.0,0.0033405708463056416,0.0,11,11,11,11,11,11,11,11,11,11,11
DELETE,/criminal/10277,1,0,6.960380999771587,6.960380999771587,6.960380999771587,6.960380999771587,54.0,0.0016702854231528208,0.0,7,7,7,7,7,7,7,7,7,7,7
DELETE,/criminal/10280,2,0,5,5.494562999956543,4.907351999463572,6.0817740004495136,54.0,0.0033405708463056416,0.0,6,6,6,6,6,6,6,6,6,6,6
DELETE,/criminal/10282,5,0,12,13.235101399914129,10.22850000026665,17.622915000174544,54.0,0.008351427115764105,0.0,12,15,15,18,18,18,18,18,18,18,18
DELETE,/criminal/10284,1,0,15.256117999342678,15.256117999342678,15.256117999342678,15.256117999342678,54.0,0.0016702854231528208,0.0,15,15,15,15,15,15,15,15,15,15,15
DELETE,/criminal/10285,2,0,11.36249599949224,11.948199499784096,11.36249599949224,12.533903000075952,54.0,0.0033405708463056416,0.0,13,13,13,13,13,13,13,13,13,13,13
DELETE,/criminal/10287,1,0,8.27849300003436,8.27849300003436,8.27849300003436,8.27849300003436,54.0,0.0016702854231528208,0.0,8,8,8,8,8,8,8,8,8,8,8
DELETE,/criminal/10291,18,0,38,38.72237044455081,32.04836499935482,44.40653800065775,54.0,0.030065137616750778,0.0,38,40,42,43,43,44,44,44,44,44,44
DELETE,/criminal/103,1,0,5.619313999886799,5.619313999886799,5.619313999886799,5.619313999886799,54.0,0.0016702854231528208,0.0,6,6,6,6,6,6,6,6,6,6,6
DELETE,/criminal/1030,1,0,5.294612999932724,5.294612999932724,5.294612999932724,5.294612999932724,54.0,0.0016702854231528208,0.0,5,5,5,5,5,5,5,5,5,5,5
DELETE,/criminal/10309,2,0,4.05317000058858,4.112105500098551,4.05317000058858,4.171040999608522,54.0,0.0033405708463056416,0.0,4,4,4,4,4,4,4,4,4,4,4
DELETE,/criminal/1031,2,0,6.3878189994284185,6.533863999720779,6.3878189994284185,6.67990900001314,54.0,0.0033405708463056416,0.0,7,7,7,7,7,7,7,7,7,7,7
DELETE,/criminal/10311,1,0,5.701320999833115,5.701320999833115,5.701320999833115,5.701320999833115,54.0,0.0016702854231528208,0.0,6,6,6,6,6,6,6,6,6,6,6
DELETE,/criminal/10312,1,0,3.4804169999915757,3.4804169999915757,3.4804169999915757,3.4804169999915757,54.0,0.0016702854231528208,0.0,3,3,3,3,3,3,3,3,3,3,3
DELETE,/criminal/10313,3,0,8,8.335062999928292,7.0872699998290045,10.043483000117703,54.0,0.005010856269458463,0.0,8,8,10,10,10,10,10,10,10,10,10
DELETE,/criminal/10316,1,0,5.535500000405591,5.535500000405591,5.535500000405591,5.535500000405591,54.0,0.0016702854231528208,0.0,6,6,6,6,6,6,6,6,6,6,6
DELETE,/criminal/10317,4,0,10,11.84000150033171,7.901927000602882,15.9972370001924,54.0,0.006681141692611283,0.0,13,13,16,16,16,16,16,16,16,16,16
DELETE,/criminal/10319,3,0,10,10.16177133290815,8.879669999259932,11.655104999590549,54.0,0.005010856269458463,0.0,10,10,12,12,12,12,12,12,12,12,12
DELETE,/criminal/10324,2,0,6.179346999488189,6.223320000117383,6.179346999488189,6.267293000746577,54.0,0.0033405708463056416,0.0,6,6,6,6,6,6,6,6,6,6,6
DELETE,/criminal/10326,1,0,5.034701000113273,5.034701000113273,5.034701000113273,5.034701000113273,54.0,0.0016702854231528208,0.0,5,5,5,5,5,5,5,5,5,5,5
DELETE,/criminal/10327,1,0,4.496421000112605,4.496421000112605,4.496421000112605,4.496421000112605,54.0,0.0016702854231528208,0.0,4,4,4,4,4,4,4,4,4,4,4
DELETE,/criminal/10328,2,0,7.95755199942505,7.895349999671453,7.8331479999178555,7.95755199942505,54.0,0.0033405708463056416,0.0,8,8,8,8,8,8,8,8,8,8,8
DELETE,/criminal/1033,1,0,5.101610000565415,5.101610000565415,5.101610000565415,5.101610000565415,54.0,0.0016702854231528208,0.0,5,5,5,5,5,5,5,5,5,5,5
DELETE,/criminal/10330,1,0,5.053315000623115,5.053315000623115,5.053315000623115,5.053315000623115,54.0,0.0016702854231528208,0.0,5,5,5,5,5,5,5,5,5,5,5
DELETE,/criminal/10331,2,0,6.278353000197967,6.560125999840238,6.278353000197967,6.84189899948251,54.0,0.0033405708463056416,0.0,7,7,7,7,7,7,7,7,7,7,7
DELETE,/criminal/10332,1,0,6.1297639995245845,6.1297639995245845,6.1297639995245845,6.1297639995245845,54.0,0.0016702854231528208,0.0,6,6,6,6,6,6,6,6,6,6,6
DELETE,/criminal/10334,3,0,7,7.420214000073126,6.195547999595874,8.721985000192944,54.0,0.005010856269458463,0.0,7,7,9,9,9,9,9,9,9,9,9
DELETE,/criminal/10337,1,0,4.631415000403649,4.631415000403649,4.631415000403649,4.631415000403649,54.0,0.0016702854231528208,0.0,5,5,5,5,5,5,5,5,5,5,5
DELETE,/criminal/10338,1,0,4.892975000075239,4.892975000075239,4.892975000075239,4.892975000075239,54.0,0.0016702854231528208,0.0,5,5,5,5,5,5,5,5,5,5,5
DELETE,/criminal/10339,10,0,17,16.70939970017571,13.82813000054739,18.517081999561924,54.0,0.01670285423152821,0.0,17,17,18,18,19,19,19,19,19,19,19
DELETE,/criminal/1034,8,0,17,17.606729500130314,14.974916999562993,21.768240000710648,54.0,0.013362283385222566,0.0,18,18,18,18,22,22,22,22,22,22,22
DELETE,/criminal/10349,11,0,23,22.71006845454725,17.936412999915774,26.496455000597052,54.0,0.01837313965468103,0.0,23,24,25,25,26,26,26,26,26,26,26
DELETE,/criminal/1035,1,0,16.296494000016537,16.296494000016537,16.296494000016537,16.296494000016537,54.0,0.0016702854231528208,0.0,16,16,16,16,16,16,16,16,16,16,16
DELETE,/criminal/10350,2,0,21.314066999366332,21.76413099959973,21.314066999366332,22.214194999833126,54.0,0.0033405708463056416,0.0,22,22,22,22,22,22,22,22,22,22,22
DELETE,/criminal/10362,2,0,5,4.956199000389461,4.78811900029541,5.1242790004835115,54.0,0.0033405708463056416,0.0,5,5,5,5,5,5,5,5,5,5,5
DELETE,/criminal/10364,7,0,14,13.636191143112748,11.28971999969508,16.06228899981943,54.0,0.011691997962069746,0.0,14,14,15,15,16,16,16,16,16,16,16
DELETE,/criminal/10371,1,0,4.952315999616985,4.952315999616985,4.952315999616985,4.952315999616985,54.0,0.0016702854231528208,0.0,5,5,5,5,5,5,5,5,5,5,5
DELETE,/criminal/10372,3,0,9.891978999803541,9.088034666698755,7.540079000136757,9.891978999803541,54.0,0.005010856269458463,0.0,10,10,10,10,10,10,10,10,10,10,10
DELETE,/criminal/10373,1,0,9.899722999762162,9.899722999762162,9.899722999762162,9.899722999762162,54.0,0.0016702854231528208,0.0,10,10,10,10,10,10,10,10,10,10,10
DELETE,/criminal/10375,1,0,13.581586999862338,13.581586999862338,13.581586999862338,13.581586999862338,54.0,0.0016702854231528208,0.0,14,14,14,14,14,14,14,14,14,14,14
DELETE,/criminal/10376,3,0,8,8.554995000243556,7.476890000361891,9.74470300025132,54.0,0.005010856269458463,0.0,8,8,10,10,10,10,10,10,10,10,10
DELETE,/criminal/1038,1,0,11.769255000217527,11.769255000217527,11.769255000217527,11.769255000217527,54.0,0.0016702854231528208,0.0,12,12,12,12,12,12,12,12,12,12,12
DELETE,/criminal/10380,2,0,5.158353000297211,5.770831500285567,5.158353000297211,6.383310000273923,54.0,0.0033405708463056416,0.0,6,6,6,6,6,6,6,6,6,6,6
DELETE,/criminal/10382,3,0,8.07065299977694,8.912408333041336,8.07065299977694,10.571052000159398,54.0,0.005010856269458463,0.0,8,8,11,11,11,11,11,11,11,11,11
DELETE,/criminal/10384,2,0,13,14.170376999572909,12.950514999829466,15.390238999316352,54.0,0.0033405708463056416,0.0,15,15,15,15,15,15,15,15,15,15,15
DELETE,/criminal/10385,3,0,14,13.693163333300618,12.076604999492702,14.583787000447046,54.0,0.005010856269458463,0.0,14,14,15,15,15,15,15,15,15,15,15
DELETE,/criminal/10386,1,0,10.888867999710783,10.888867999710783,10.888867999710783,10.888867999710783,54.0,0.0016702854231528208,0.0,11,11,11,11,11,11,11,11,11,11,11
DELETE,/criminal/10391,1,0,5.217674000050465,5.217674000050465,5.217674000050465,5.217674000050465,54.0,0.0016702854231528208,0.0,5,5,5,5,5,5,5,5,5,5,5
DELETE,/criminal/10392,4,0,12,13.176209999755883,7.190583999545197,20.859635000306298,54.0,0.006681141692611283,0.0,13,13,21,21,21,21,21,21,21,21,21
DELETE,/criminal/10393,2,0,27,31.738955499804433,26.611100000081933,36.86681099952693,54.0,0.0033405708463056416,0.0,37,37,37,37,37,37,37,37,37,37,37
DELETE,/criminal/10395,8,0,24,25.57066125007168,18.085513000187348,31.178444000033778,54.0,0.013362283385222566,0.0,29,30,30,30,31,31,31,31,31,31,31
DELETE,/criminal/10396,3,0,22,22.44613333338445,21.560610000051383,23.386212999866984,54.0,0.005010856269458463,0.0,22,22,23,23,23,23,23,23,23,23,23
DELETE,/criminal/104,1,0,5.467697999847587,5.467697999847587,5.467697999847587,5.467697999847587,54.0,0.0016702854231528208,0.0,5,5,5,5,5,5,5,5,5,5,5
DELETE,/criminal/10409,2,0,7,6.865173500045785,6.706957000460534,7.023389999631036,54.0,0.0033405708463056416,0.0,7,7,7,7,7,7,7,7,7,7,7
DELETE,/criminal/10411,1,0,3.7215290003587143,3.7215290003587143,3.7215290003587143,3.7215290003587143,54.0,0.0016702854231528208,0.0,4,4,4,4,4,4,4,4,4,4,4
DELETE,/criminal/10412,1,0,5.258930999843869,5.258930999843869,5.258930999843869,5.258930999843869,54.0,0.0016702854231528208,0.0,5,5,5,5,5,5,5,5,5,5,5
DELETE,/criminal/10413,3,0,8,8.4692613330238,7.100564999745984,10.296657999788295,54.0,0.005010856269458463,0.0,8,8,10,10,10,10,10,10,10,10,10
DELETE,/criminal/10416,1,0,4.329227999733121,4.329227999733121,4.329227999733121,4.329227999733121,54.0,0.0016702854231528208,0.0,4,4,4,4,4,4,4,4,4,4,4
DELETE,/criminal/10417,2,0,7,7.037301500076865,6.932490000508551,7.142112999645178,54.0,0.0033405708463056416,0.0,7,7,7,7,7,7,7,7,7,7,7
DELETE,/criminal/10419,5,0,11,11.180993800007855,10.108675000083167,12.552496999887808,54.0,0.008351427115764105,0.0,11,12,12,13,13,13,13,13,13,13,13
DELETE,/criminal/1042,1,0,6.685158999971463,6.685158999971463,6.685158999971463,6.685158999971463,54.0,0.0016702854231528208,0.0,7,7,7,7,7,7,7,7,7,7,7
DELETE,/criminal/10424,2,0,6,6.155607499749749,5.977477999294933,6.3337370002045645,54.0,0.0033405708463056416,0.0,6,6,6,6,6,6,6,6,6,6,6
DELETE,/criminal/10426,1,0,4.7195799998007715,4.7195799998007715,4.7195799998007715,4.7195799998007715,54.0,0.0016702854231528208,0.0,5,5,5,5,5,5,5,5,5,5,5
DELETE,/criminal/10427,1,0,5.017859000872704,5.017859000872704,5.017859000872704,5.017859000872704,54.0,0.0016702854231528208,0.0,5,5,5,5,5,5,5,5,5,5,5
